# Freq.: 9.1830000e+09Hz; t_int: 166.63292h; (l,b) = (9.8748351, -0.74895740)
     -239.862,      0.00000
     -239.489,      0.00000
     -239.116,      0.00000
     -238.743,      0.00000
     -238.370,      0.00000
     -237.998,      0.00000
     -237.625,      0.00000
     -237.252,      0.00000
     -236.879,      0.00000
     -236.506,      0.00000
     -236.133,      0.00000
     -235.760,    -0.795485
     -235.387,     -2.10472
     -235.014,     -3.53335
     -234.641,     -4.55633
     -234.268,     -4.87502
     -233.895,     -4.62906
     -233.522,     -4.26575
     -233.149,     -4.14264
     -232.776,     -4.26499
     -232.403,     -4.39201
     -232.030,     -4.30772
     -231.657,     -3.97118
     -231.285,     -3.51663
     -230.912,     -3.19729
     -230.539,     -3.28478
     -230.166,     -3.89625
     -229.793,     -4.81138
     -229.420,     -5.47293
     -229.047,     -5.31861
     -228.674,     -4.24167
     -228.301,     -2.72692
     -227.928,     -1.50759
     -227.555,     -1.09156
     -227.182,     -1.55792
     -226.809,     -2.64151
     -226.436,     -3.86512
     -226.063,     -4.64095
     -225.690,     -4.48937
     -225.317,     -3.36325
     -224.944,     -1.75471
     -224.572,    -0.386188
     -224.199,     0.254625
     -223.826,     0.136218
     -223.453,    -0.423479
     -223.080,     -1.00678
     -222.707,     -1.33891
     -222.334,     -1.44134
     -221.961,     -1.56760
     -221.588,     -1.90487
     -221.215,     -2.33815
     -220.842,     -2.58677
     -220.469,     -2.52623
     -220.096,     -2.22837
     -219.723,     -1.73255
     -219.350,     -1.00572
     -218.977,    -0.144003
     -218.604,     0.616631
     -218.231,      1.13645
     -217.858,      1.42344
     -217.486,      1.44957
     -217.113,      1.16236
     -216.740,     0.714282
     -216.367,     0.419923
     -215.994,     0.366585
     -215.621,     0.242879
     -215.248,    -0.293744
     -214.875,     -1.13601
     -214.502,     -1.73797
     -214.129,     -1.63120
     -213.756,    -0.836731
     -213.383,     0.288146
     -213.010,      1.46736
     -212.637,      2.59564
     -212.264,      3.50813
     -211.891,      3.93534
     -211.518,      3.77816
     -211.145,      3.27739
     -210.773,      2.79306
     -210.400,      2.46274
     -210.027,      2.13509
     -209.654,      1.58969
     -209.281,     0.756915
     -208.908,    -0.256145
     -208.535,     -1.28203
     -208.162,     -2.18605
     -207.789,     -2.86645
     -207.416,     -3.25131
     -207.043,     -3.37428
     -206.670,     -3.42818
     -206.297,     -3.64677
     -205.924,     -4.09519
     -205.551,     -4.61807
     -205.178,     -5.00048
     -204.805,     -5.13044
     -204.432,     -5.00800
