catalog,glong,glat,size,comments,assoc_flag,assoc,Name,Alias,Simbad_comments,VGPS Exclude,MAGPIS Exclude,Parallax,magpis,nvss_match,Cornish,Yusef 20cm GC,Lang Radio,Lang Paschen,THOR
no_radio,36.8403,0.117472,34.7276,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,36.8486,-0.136298,53.1023,,0,,,,,0,0,,0,0,0,0,0,0,1
known,36.87,0.462,42.5,,0,,LA082,,,0,0,,0,0,0,0,0,0,0
known,36.8771,0.498666,55.5352,,1,LA082b; G036.914+00.489,,,,0,1,,0,0,0,0,0,0,0
observe,36.8779,-0.473283,60.0001,unresolved rms HII,0,,TB018,,,0,0,,1,0,0,0,0,0,0
observe,36.8947,-0.133804,22.3924,,0,,,,,0,0,,0,0,0,0,0,0,1
no_radio,36.9061,0.131083,22.3269,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,36.9074,-0.309839,39.5911,,0,,,,,0,0,,0,0,0,0,0,0,0
known,36.909,0.433463,173.851,,1,LA082b; G036.914+00.489,,,,0,1,,0,0,0,0,0,0,0
known,36.9187,0.4825,29.0156,,0,,LA082b; G036.914+00.489,,,0,0,,0,0,0,0,0,0,0
no_radio,36.9223,-0.291489,49.6639,,0,,,,,0,0,,0,0,0,0,0,0,0
known,36.959,-0.222446,61.002,,1,LA092,,,,0,1,,0,0,0,0,0,0,0
known,36.9665,-0.264743,105.639,,1,LA092,,,,0,1,,0,0,0,0,0,0,0
known,36.993,-0.230378,49.0146,,0,,LA092,,,0,0,,0,0,0,0,0,0,0
known,37.0287,-0.20192,420.549,,0,,G037.076-00.244,,,0,1,,0,0,0,0,0,0,0
observe,37.029,-0.0241817,215.098,?,0,,FQ426,,,0,1,,0,0,0,0,0,0,0
known,37.032,0.139172,220.204,,0,,LA088,,,0,1,,0,0,0,0,0,0,0
no_radio,37.1753,-0.194612,39.959,,0,,,,,0,0,,0,0,0,0,0,0,0
known,37.1758,-0.43911,163.064,,0,,G037.182-00.436,,,0,1,,0,0,0,0,0,0,0
known,37.2,-0.43,60,,0,,G037.200-00.430,,,0,0,,0,0,0,0,0,0,0
observe,37.2341,-0.248372,29.9602,,0,,,,,0,0,,0,0,0,0,0,0,1
known,37.2369,0.741247,713.052,,1,G037.350+00.687,,,,0,1,,0,0,0,0,0,0,0
observe,37.2581,0.084236,18.25,,0,,,,,0,0,,0,0,0,0,0,0,1
known,37.259,-0.083,81.1355,,0,,LA090,W47,,0,0,,0,0,0,0,0,0,0
no_radio,37.261,0.0768749,18.25,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,37.2656,0.0822915,29.2853,,0,,FQ427,,,0,0,,1,0,0,0,0,0,0
observe,37.2702,0.0890971,18.25,,0,,,,,0,0,,0,0,0,0,0,0,1
no_radio,37.2764,0.105069,18.25,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,37.278,0.0986804,18.25,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,37.2782,-0.225712,78.2929,,0,,FQ002,,,0,0,,0,0,0,0,0,0,0
no_radio,37.2832,-0.450862,17.9385,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,37.2962,0.458343,70.5751,faint if anything,0,,FQ428,,,0,0,,0,0,0,0,0,0,0
observe,37.319,0.1622,46.4849,,0,,TB020-2,,,0,0,,1,0,0,0,0,0,0
observe,37.3205,0.168836,28.3796,Different survey,0,,TB020-1,,,0,0,,1,0,0,0,0,0,0
known,37.3398,-0.0608797,41.0252,,1,G037.370-00.067,,,,0,0,,1,0,0,0,0,0,0
known,37.3441,0.684052,60,,0,,G037.350+00.687,,,0,0,,0,0,0,0,0,0,0
known,37.347,-0.146406,594.168,,0,,G037.370-00.067,W47,,0,1,,0,0,0,0,0,0,0
known,37.3628,-0.233579,129.014,,0,,G037.370-00.240; G037.361-00.228,W47,,0,0,,0,0,0,0,0,0,0
known,37.3702,-0.367478,700.251,,0,,LA095,,,0,1,,0,0,0,0,0,0,0
observe,37.3809,-0.0814058,24.3672,,0,,,,,0,0,,0,0,0,0,0,0,1
observe,37.419245,1.5139842,160.00012,BRC? Maybe not,0,,DB018,,Bronfman 44 km/s,0,1,G037.43+01.51,0,0,0,0,0,0,0
known,37.4456,-0.211021,124.083,,0,,LA239,W47,,0,1,,0,0,0,0,0,0,0
known,37.469,-0.104142,41.0252,,0,,TB023,W47,,1,0,,1,0,0,0,0,0,0
known,37.485,0.513,42.5,,0,,LA240,,,0,1,,0,0,0,0,0,0,0
known,37.4977,0.53024,60.0001,,0,,TB024,,,1,0,,0,0,0,0,0,0,0
known,37.5444,-0.114425,108.011,,0,,G037.540-00.110; G037.538-00.113,W47,,0,0,,0,0,0,0,0,0,0
observe,37.6399,-0.105522,39.782,,0,,FQ429,,,0,0,,1,0,0,0,0,0,0
known,37.6416,-0.111756,233.77,,0,,G037.636-00.113,,,0,1,,0,0,0,0,0,0,0
no_radio,37.6427,1.19262,1747.06,,0,,,,,0,1,,0,0,0,0,0,0,0
known,37.6778,0.155636,195.126,,0,,G037.671+00.132,,,0,0,,0,0,0,0,0,0,0
no_radio,37.6855,0.0744078,40.4317,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,37.6911,0.0277572,40.4317,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,37.7042,0.0308672,40.4317,,0,,,,,0,0,,0,0,0,0,0,0,0
known,37.7154,0.0395753,472.716,weird,1,G037.671+00.132,,,,0,1,,0,0,0,0,0,0,0
known,37.7507,-0.109691,60,,0,,G037.750-00.100; G037.749-00.109,,,0,0,,0,0,0,0,0,0,0
known,37.7544,0.56,66.1551,,0,,LA087,,,0,0,,0,0,0,0,0,0,0
known,37.7631,-0.211196,132.859,,0,,G037.760-00.200; G037.763-00.216,,,0,0,,0,0,0,0,0,0,0
no_radio,37.7737,0.351202,31.5106,,0,,,,,0,0,,0,0,0,0,0,0,0
known,37.816,-0.379,42.5,,0,,LA099,,,0,0,,0,0,0,0,0,0,0
known,37.82,0.414,52.8979,,0,,LA089,,,0,0,,0,0,0,0,0,0,0
observe,37.8382,-0.509352,203.812,unresolved,0,,TB025,,,0,1,,0,0,0,0,0,0,0
known,37.868,-0.601,83.0787,,0,,LA103,,,0,0,,0,0,0,0,0,0,0
known,37.872,-0.398034,60,,0,,G037.870-00.400; G037.871-00.399,W47,,0,0,,0,0,0,0,0,0,0
known,37.8727,-0.256589,459.677,,0,,FQ003,,,0,0,,0,0,0,0,0,0,0
observe,37.972,-0.096595,60.0001,TB028 mm source - not PN; Small but resolved,0,,TB028,,,0,0,,0,0,0,0,0,0,0
no_radio,37.9895,0.871513,853.295,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,38.0177,-0.384636,166.101,faint,0,,FQ430,,,0,0,,0,0,0,0,0,0,0
known,38.0453,-0.0339435,127.124,,0,,G038.051-00.042,,,0,0,,0,0,0,0,0,0,0
no_radio,38.0565,-0.128523,31.4624,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.0684,-0.260544,35.9537,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.1012,-0.23753,33.9179,,0,,,,,0,0,,0,0,0,0,0,0,0
known,38.1212,-0.225756,42.5,,0,,LA100,,,0,0,,0,0,0,0,0,0,0
observe,38.1237,1.66071,881.629,Huge!; was DB019 but old DB20 is part of this one,0,,DB020,,,1,1,,0,0,0,0,0,0,0
no_radio,38.222,0.248571,52.777,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.2647,0.621154,20.9539,,0,,,,,0,0,,0,0,0,0,0,0,0
known,38.3533,-0.13404,77.251,,0,,LA109,,,0,1,,0,0,0,0,0,0,0
no_radio,38.359,0.915054,509.927,,0,,,,,0,1,,0,0,0,0,0,0,0
known,38.3651,-0.0618122,868.057,,0,,G038.307-00.168,,,0,1,,0,0,0,0,0,0,0
no_radio,38.3768,0.171282,46.0749,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.4633,-0.0655444,44.7847,,0,,,,,0,0,,0,0,0,0,0,0,0
known,38.55,0.163,42.5,,0,,LA096,,,0,0,,0,0,0,0,0,0,0
no_radio,38.5892,-2.41049,144.044,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,38.6275,0.812734,58.887,!!! osc???,0,,FQ431,,,0,1,,0,0,0,0,0,0,0
known,38.643,-0.227,42.5,,0,,LA104,,,0,0,,0,0,0,0,0,0,0
known,38.652,0.087,42.5,,0,,LA098,,,0,0,,0,0,0,0,0,0,0
observe,38.6931,-0.451566,42.5,,0,,LA312,,,0,0,,0,0,0,0,0,0,0
no_radio,38.7322,-0.496908,56.5552,,0,,,,,0,0,,0,0,0,0,0,0,0
known,38.738,-0.14,105.524,,0,,LA102,,,0,0,,0,0,0,0,0,0,0
no_radio,38.7506,0.177039,29.3262,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.7561,0.149982,28.6002,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.7574,-0.524899,46.5208,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.7782,0.102087,31.0929,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.8053,0.100532,30.5893,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,38.833699,-0.014261756,85.1777,,0,,,,,0,0,,0,0,0,0,0,0,0
known,38.8401,0.495294,84.3939,,0,,LA094,,,0,0,,0,0,0,0,0,0,0
known,38.8611,-0.134445,147.223,,0,,LA105,,,0,0,,0,0,0,0,0,0,0
no_radio,38.87465,0.056384365,38.7392,mwp added,0,,,,,0,0,,0,0,0,0,0,0,0
known,38.875,0.308,42.5,,0,,GL3; G038.875+00.308,,,0,0,,0,0,0,0,0,0,0
known,38.9013,-0.442674,136.255,,1,LA2007,TB029; LA313,,,0,1,,0,0,0,0,0,0,0
no_radio,38.9051,-0.149049,21.4865,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.9152,-0.148349,15.8598,,0,,,,,0,0,,0,0,0,0,0,0,0
known,38.9257,-0.355697,44.0906,faint,1,LA2007,,,,0,1,,0,0,0,0,0,0,0
known,38.926,-0.388799,79.3314,,0,,LA2007,,,0,0,,0,0,0,0,0,0,0
no_radio,38.9312,-1.00291,71.0603,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,38.9336,0.289001,24.0281,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,38.9402,-0.352226,36.526,,1,LA2007,,,,0,0,,0,0,0,0,0,0,0
observe,38.945,-0.731638,307.902,diffuse,0,,TB030; LA316,,,0,0,,0,0,0,0,0,0,0
observe,38.956,-0.542479,169.15,,0,,LA315 ,,,0,0,,0,0,0,0,0,0,0
observe,38.9783,-0.268432,60,1.5 - really nice as well; N74,0,,TB031; FQ004,,,0,0,,0,0,0,0,0,0,0
no_radio,39.051,0.238308,128.008,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,39.088,-0.471406,105.678,,0,,FQ432,,,0,0,,0,0,0,0,0,0,0
no_radio,39.0928,0.529097,36.1674,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,39.1395,-0.140497,86.0757,,0,,FQ433,,,0,0,,0,0,0,0,0,0,0
known,39.1709,-0.0369761,157.408,,0,,LA106,,,0,1,,0,0,0,0,0,0,0
known,39.1765,-0.398244,114.22,,0,,LA112,,,0,1,,0,0,0,0,0,0,0
observe,39.1832,-1.42157,60.0001,! added but match strange,0,,FQ009,,,0,1,,0,1,0,0,0,0,0
known,39.196,0.224872,60.0001,,0,,TB032,,,0,0,,0,0,0,0,0,0,0
observe,39.2138,0.202044,60.0001,for another survey; faint if anything; N76,0,,TB033,,,0,0,,1,0,0,0,0,0,0
known,39.225,-0.053,42.5,,0,,LA107,,,0,0,,0,0,0,0,0,0,0
observe,39.2253,0.275534,60.0001,0.5 - good but radio faint/absent,0,,TB034,,,1,0,,0,0,0,0,0,0,0
known,39.2488,-0.0631578,60,,0,,G039.250-00.070; G039.252-00.056,,,0,0,,0,0,0,0,0,0,0
known,39.2587,-0.0485947,47.543,,1,G039.250-00.070; G039.252-00.056,,,,1,0,,0,0,0,0,0,0,0
observe,39.2728,0.345709,60.0001,1.3 ; very faint shell in glimpse images,0,,TB035; LA320,,,0,0,,0,0,0,0,0,0,0
known,39.2807,-0.00209944,214.455,,1,G039.250-00.070; G039.252-00.056,,,,0,1,,0,0,0,0,0,0,0
no_radio,39.2839,0.865604,454.376,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,39.2889,-0.325234,64.8788,?,0,,,,,0,0,,0,0,0,0,0,0,0
observe,39.2946,-0.310927,357.612,unknown diffuse region!,0,,FQ434,,,1,1,,0,0,0,0,0,0,0
no_radio,39.322,-0.293511,64.8788,?,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,39.3616,-0.331636,17.5068,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,39.3886,-0.142545,35.8819,watson nondetection,0,,G039.390-00.140; FQ005,,,1,0,,0,0,0,0,0,0,0
no_radio,39.4323,-0.188702,35.5445,,0,,,,,0,0,,0,0,0,0,0,0,0
known,39.4345,-0.0344439,555.386,?,1,G039.250-00.070; G039.252-00.056,,,,0,1,,0,0,0,0,0,0,0
no_radio,39.4558,-0.381214,75.1993,?,0,,,,,0,0,,0,0,0,0,0,0,0
observe,39.4624,-0.272674,186.514,?,0,,FQ435,,,0,0,,0,0,0,0,0,0,0
observe,39.4732,-0.546669,198.285,faint,0,,FQ436,,,0,0,,0,0,0,0,0,0,0
no_radio,39.4859,-0.412315,59.3017,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,39.4919,0.676585,31.7882,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,39.5062,-0.279682,60.0001,super faint if anything,0,,TB037,,,0,0,,1,0,0,0,0,0,0
observe,39.5158,0.511681,514.631,snr???,0,,FQ437,,,0,1,,0,0,0,0,0,0,0
no_radio,39.5264,-0.455767,43.2094,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,39.5365,0.872446,59.5354,,0,,FQ438,,,0,1,,0,0,0,0,0,0,0
known,39.5448,-0.365622,55.9994,,0,,LA114,,,0,0,,0,0,0,0,0,0,0
no_radio,39.5483,-0.159779,27.8326,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,39.5494,-0.427243,45.8267,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,39.5551,-0.16631,27.8326,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,39.5676,0.0134508,22.3924,,1,G039.624-00.092,,,,0,0,,0,0,0,0,0,0,0
observe,39.5809,-0.413248,58.9748,?,0,,FQ439,,,0,0,,0,0,0,0,0,0,0
no_radio,39.5836,-0.185272,20.6918,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,39.5856,0.00598667,22.3924,,1,G039.624-00.092,,,,0,0,,0,0,0,0,0,0,0
observe,39.5907,-0.378951,60,unresolved,0,,TB038,,,0,0,,0,0,0,0,0,0,0
known,39.6071,-0.0207597,76.9281,,1,G039.624-00.092,FQ006,,,0,1,,0,0,0,0,0,0,0
known,39.6302,-0.106306,268.877,,0,,G039.624-00.092,,,0,1,,0,0,0,0,0,0,0
no_radio,39.6489,-0.293511,44.7847,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,39.6677,-0.157602,36.4242,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,39.6705,-0.630018,118.141,faint! diffuse!,0,,FQ440,,,0,0,,0,0,0,0,0,0,0
known,39.6728,-0.458374,42.5,,0,,LA321; TB039,,,0,0,,0,0,0,0,0,0,0
known,39.728,-0.396,67.8542,,0,,GL4; G039.728-00.396,,,0,0,,0,0,0,0,0,0,0
known,39.7344,-1.17346,984.793,,1,G039.904-01.331,,,,1,1,,0,0,0,0,0,0,0
no_radio,39.7864,-0.414181,73.3074,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,39.8013,1.98482,271.26,,0,,DB021,,masers?,0,1,,0,0,0,0,0,0,0
known,39.8292,-1.6602,1087.04,,1,G039.904-01.331,,,,1,1,,0,0,0,0,0,0,0
no_radio,39.8344,-0.234731,44.7847,,1,G039.904-01.331,,,,0,0,,0,0,0,0,0,0,0
known,39.8564,-0.183712,155.822,,0,,LA113,,,0,1,,0,0,0,0,0,0,0
known,39.8646,0.645622,68.1867,,0,,LA101,,,0,0,,0,0,0,0,0,0,0
known,39.8736,-0.176336,53.9972,,0,,LA113,,,1,0,,0,0,0,0,0,0,0
known,39.883,-0.346,73.5942,,0,,LA116,,,0,0,,0,0,0,0,0,0,0
known,39.887823,-1.2720448,63.85875,,0,,G039.904-01.331,S74,,0,1,,0,0,0,0,0,0,0
known,39.9008,-1.32057,343.024,,0,,G039.904-01.331,S74,,0,1,,0,0,0,0,0,0,0
no_radio,39.90229,-1.3515782,49.630602,,1,G039.904-01.331,,,,0,1,,0,0,0,0,0,0,0
known,39.9246,-0.377799,72.8997,,0,,LA117,,,0,1,,0,0,0,0,0,0,0
no_radio,39.9344,0.132494,25.7993,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,40.0173,-0.119629,60.0001,1.5 - good,0,,TB041; LA322,,,0,0,,0,0,0,0,0,0,0
no_radio,40.039,0.0897667,25.7993,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,40.0395,-1.25843,74.5098,,1,G039.904-01.331,,,,0,1,,0,0,0,0,0,0,0
no_radio,40.0894,-0.554679,27.3516,,0,,,,,0,0,,0,0,0,0,0,0,0
known,40.1005,-1.40927,813.686,,1,G039.904-01.331,,,,1,1,,0,0,0,0,0,0,0
no_radio,40.1053,-0.15387,93.524,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,40.1198,1.49967,94.4154,,1,S75; W45; DB022,,,,0,1,,0,0,0,0,0,0,0
sharpless,40.1411,1.57707,517.914,,0,,S75; W45; DB022,,,1,1,,0,0,0,0,0,0,0
known,40.1546,0.648212,1008.73,uber old hii?,1,G040.420+00.700,,,,1,1,,0,0,0,0,0,0,0
no_radio,40.221,-0.0257358,47.7039,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,40.2291,-0.399831,40.5502,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,40.2608,-0.276012,31.5108,unresolved rms hii,0,,TB044,,,0,0,,1,0,0,0,0,0,0
no_radio,40.2824,-0.219803,43.2094,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,40.2855,-0.238774,40.4073,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,40.3057,-0.431597,78.9763,,0,,,,,0,0,,0,0,0,0,0,0,0
known,40.399,0.683044,118.158,,1,G040.420+00.700,,,,0,1,,0,0,0,0,0,0,0
no_radio,40.4038,0.0840091,31.3063,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,40.404,0.740891,49.0033,,1,G040.420+00.700,,,,0,0,,0,0,0,0,0,0,0
observe,40.4183,-0.0540786,131.84,2.5 - position strange - may needto peak up first - really nice - N77,0,,TB045,,,0,0,,0,0,0,0,0,0,0
known,40.43,0.697512,56.4707,,0,,G040.420+00.700,,,0,0,,0,0,0,0,0,0,0
no_radio,40.4578,-2.11205,1463.35,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,40.4877,-0.121981,62.4486,,0,,,,,0,0,,0,0,0,0,0,0,0
known,40.5032,2.537,169.316,,0,,DB024; G040.504+02.537; G040.505+02.539; G040.502+02.540,S76,,1,1,,0,0,0,0,0,0,0
known,40.5449,2.596,115.305,,1,DB024; G040.504+02.537; G040.505+02.539; G040.502+02.540,DB023,,,1,1,,0,0,0,0,0,0,0
known,40.5545,2.44376,1085.35,,1,DB024; G040.504+02.537; G040.505+02.539; G040.502+02.540,DB025,,,1,1,,0,0,0,0,0,0,0
no_radio,40.5729,-0.0871483,44.7847,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,40.62,-0.650378,199.99,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,40.622,-0.138,60.0001,rms HII/YSO; watson nd,0,,G040.620-00.140,,,0,0,,1,0,0,0,0,0,0
no_radio,40.723338,3.4423047,72.232058,v. promising,0,,DB026,,nada,1,1,,0,0,0,0,0,0,0
no_radio,40.743,0.156991,42.5257,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,40.7954,-0.215583,54.8957,,0,,,,,0,0,,0,0,0,0,0,0,0
known,40.7978,-0.131218,316.04,,0,,LA119,,,0,1,,0,0,0,0,0,0,0
known,40.8555,-0.223991,221.984,,1,LA119,FQ007,,,0,1,,0,0,0,0,0,0,0
no_radio,40.9546,2.4730006,46,,0,,DB201,,,0,1,,0,0,0,0,0,0,0
known,40.9657,-0.620493,355.708,,0,,G040.947-00.567,,,0,1,,0,0,0,0,0,0,0
observe,41.0021,-0.473416,295.311,,0,,FQ441,,,0,0,,0,0,0,0,0,0,0
observe,41.0425,0.306895,116.11,,0,,FQ442,,,0,0,,0,0,0,0,0,0,0
known,41.0749,-0.161373,440.894,,0,,G041.096-00.213,,,0,1,,0,0,0,0,0,0,0
known,41.12634,-0.23168297,96.753407,,1,G041.096-00.213,,,,1,1,,0,0,0,0,0,0,0
known,41.1287,-0.558132,87.5349,,0,,TB050,,,1,1,,0,0,0,0,0,0,0
known,41.1293,0.112971,106.024,,0,,TB049,,,0,0,,0,0,0,0,0,0,0
no_radio,41.1431,-0.876168,32.9319,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,41.1562,-0.888919,37.8765,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,41.1766,0.0452212,21.3326,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,41.1944,0.0624939,32.0625,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,41.2079,-0.166595,35.5268,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,41.2268,0.167835,60,,0,,LA118,,,0,0,,0,0,0,0,0,0,0
known,41.2322,-0.20222,59.2578,,1,LA123,,,,1,1,,0,0,0,0,0,0,0
known,41.235,0.367,249.314,,0,,G041.235+00.367,,,0,0,,0,0,0,0,0,0,0
known,41.2465,-0.167914,125.716,,0,,LA123,,,0,0,,0,0,0,0,0,0,0
no_radio,41.25,0.28,50.21,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,41.2601,0.22479,29.296,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,41.304,1.997,60,,0,,DB101,,,1,1,,0,0,0,0,0,0,0
known,41.3518,0.0524928,121.582,?,1,LA120,,,,0,0,,0,0,0,0,0,0,0
observe,41.3731,0.0867033,101.736,,0,,FQ443,,,0,0,,0,0,0,0,0,0,0
known,41.3758,0.0322075,24.7689,,0,,LA120,,,1,0,,0,0,0,0,0,0,0
known,41.3825,0.0378136,24.7689,,0,,LA120,,,1,0,,0,0,0,0,0,0,0
no_radio,41.4286,0.0194636,21.5245,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,41.481,0.382158,49.5983,in front of snr,0,,,,,0,0,,0,0,0,0,0,0,0
known,41.5123,0.0218039,86.1746,,0,,G041.517+00.033,,,1,0,,0,0,0,0,0,0,0
no_radio,41.5153,1.33332,139.661,,0,,DB027,,nada,0,1,,0,0,0,0,0,0,0
known,41.5169,-0.141488,109.616,,0,,LA124,,,0,0,,0,0,0,0,0,0,0
known,41.5176,0.0537369,190.762,,1,G041.517+00.033,,,,1,1,,0,0,0,0,0,0,0
no_radio,41.5222,0.826584,64.6006,,0,,DB202,,,0,1,,0,0,0,0,0,0,0
no_radio,41.5319,-0.782658,19.811,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,41.5951,0.159806,60.0001,faint?,0,,TB051,,,0,0,,1,0,0,0,0,0,0
no_radio,41.6106,-0.271574,34.2435,,0,,,,,0,0,,0,0,0,0,0,0,0
known,41.6593,-0.01947,89.4654,,0,,TB052,,,0,1,,0,0,0,0,0,0,0
known,41.7254,-0.00359597,65.6129,,0,,TB053,,,0,1,,0,0,0,0,0,0,0
known,41.7403,0.0959569,60,,0,,G041.740+00.100,,,0,0,,0,0,0,0,0,0,0
observe,41.7501,0.0347492,121.001,,0,,FQ008,,,0,1,,0,0,0,0,0,0,0
observe,41.7625,1.47993,268.99,nada,0,,DB028,,,0,1,,0,0,0,0,0,0,0
observe,41.8007,0.0940119,83.1694,,0,,FQ444,,,0,0,,0,0,0,0,0,0,0
observe,41.8095,1.50251,72.1494,!f added,0,,DB029,,nada,0,1,,0,2,0,0,0,0,0
observe,41.8391,0.0210887,39.987,< 0.5  resolved but small in glimpse,0,,TB054,,,0,0,,0,0,0,0,0,0,0
no_radio,41.8503,-0.0950818,26.227,,0,,,,,0,0,,0,0,0,0,0,0,0
known,41.8805,0.49285,50.9518,,0,,TB055,,,0,0,,1,0,0,0,0,0,0
known,41.9276,-0.124882,194.049,,0,,G041.905-00.123,,,0,0,,0,0,0,0,0,0,0
known,41.9291,0.0301289,150.311,,0,,LA125,,,0,0,,0,0,0,0,0,0,0
no_radio,41.9482,-0.26051,27.0781,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,41.9499,0.542536,480.168,,0,,FQ445,,,0,0,,0,0,0,0,0,0,0
no_radio,42.001807,-0.040513519,30,mwp added,0,,,,,0,0,,0,0,0,0,0,0,0
known,42.0065,-0.499707,580.252,,1,G042.108-00.623,,,,0,1,,0,0,0,0,0,0,0
known,42.008,0.352732,91.19,,0,,LA121,,,0,0,,0,0,0,0,0,0,0
no_radio,42.0571,-0.120893,44.7847,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,42.0581,1.00239,166.509,Very nice; nada,0,,DB030,,,0,1,,0,0,0,0,0,0,0
known,42.0652,0.244242,345.958,,0,,LA122,,,0,1,,0,0,0,0,0,0,0
no_radio,42.0736,0.360077,66.243,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,42.097,0.352812,46.5141,,0,,,,,0,0,,0,0,0,0,0,0,0
known,42.1035,-0.623,202.632,,0,,G042.108-00.623,,,0,0,,0,0,0,0,0,0,0
known,42.1115,-0.443763,60,,0,,G042.110-00.440; G042.110-00.450; G042.110-00.450,,,0,0,,0,0,0,0,0,0,0
no_radio,42.1176,0.509826,28.0257,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,42.1288,0.521644,35.7012,,0,,,,,0,0,,0,0,0,0,0,0,0
known,42.1369,-0.079,188.619,,0,,LA248,,,0,1,,0,0,0,0,0,0,0
no_radio,42.154166,1.0457142,70.526737,,0,,DB032,,nada,0,1,,0,0,0,0,0,0,0
no_radio,42.1642,-0.294173,17.5481,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,42.1768,0.248252,28.9363,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,42.1828,0.277039,34.5087,,0,,,,,0,0,,0,0,0,0,0,0,0
observe,42.1861,-0.217304,225.986,?,0,,FQ011,,,0,1,,0,0,0,0,0,0,0
known,42.204,0.0384881,235.998,,0,,G042.199+00.036,,,0,1,,0,0,0,0,0,0,0
no_radio,42.209683,1.0812696,47.391025,,0,,DB102,,,0,1,,0,0,0,0,0,0,0
known,42.2173,-0.579474,270.567,,0,,LA130,,,0,1,,0,0,0,0,0,0,0
no_radio,42.224549,1.2052419,106.86493,,0,,DB033,,nada,0,1,,0,0,0,0,0,0,0
observe,42.2278,-0.0661556,211.684,,0,,FQ446,,,0,0,,0,0,0,0,0,0,0
observe,42.2398,0.3431,53.414,not pn,0,,FQ447,,,0,0,,1,0,0,0,0,0,0
no_radio,42.3072,-0.512052,25.3739,,0,,,,,0,0,,0,0,0,0,0,0,0
no_radio,42.310899,0.83130196,46,,0,,DB203,,,0,1,,0,0,0,0,0,0,0
no_radio,42.3191,-0.497203,21.953,,0,,,,,0,0,,0,0,0,0,0,0,0
