catalog,glong,glat,size,comments,assoc_flag,assoc,Name,Alias,Simbad_comments,VGPS Exclude,MAGPIS Exclude,Parallax,magpis,nvss_match,Cornish,Yusef 20cm GC,Lang Radio,Lang Paschen,THOR
no_radio,100.168,2.08295,52.4127,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,100.169,2.02639,44.6188,,0,,SQ048-3,,,0,1,,0,0,0,0,0,0,0
observe,100.181,2.03813,54.7704,,0,,SQ048-1,,,0,1,,0,1,0,0,0,0,0
observe,100.199,2.06495,81.9375,,0,,SQ049,,,0,1,,0,1,0,0,0,0,0
no_radio,100.205,1.82478,144.675,,1,SQ048-2,,,,0,1,,0,0,0,0,0,0,0
observe,100.205,1.88517,166.438,,0,,SQ048-2,,,0,1,,0,0,0,0,0,0,0
no_radio,100.21386,1.8830221,59.365417,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,100.225,2.03134,81.6638,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,100.238,1.63393,86.6417,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,100.338,1.69108,61.7205,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,100.479,-0.636225,101.875,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,100.479,0.19042,173.323,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,100.714,-0.526831,638.602,diffuse,0,,SQ050,,,0,1,,0,0,0,0,0,0,0
no_radio,100.879,0.662408,233.315,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,101.016,2.59015,101.638,actual value prob higher,0,,SQ051,,,1,1,,0,1,0,0,0,0,0
observe,101.065,2.49985,1066.95,diffuse,0,,SQ052,,,0,1,,0,0,0,0,0,0,0
observe,101.439,2.65327,136.815,,0,,SQ053,,,1,1,,0,1,0,0,0,0,0
no_radio,101.52,-0.452725,144.601,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,101.527,-0.514449,116.292,v. faint radio,0,,SQ054,,,0,1,,0,0,0,0,0,0,0
observe,101.663,2.8203,55.5626,possible radio?,0,,SQ055,,,1,1,,0,0,0,0,0,0,0
observe,101.763,2.80897,77.2734,,0,,SQ056,,,1,1,,0,0,0,0,0,0,0
observe,102.051,2.8612,380.106,,0,,SQ057,,,1,1,,0,0,0,0,0,0,0
no_radio,102.12,3.56553,223.02,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,102.207,-0.735164,134.929,,0,,SQ058,,,0,1,,0,0,0,0,0,0,0
no_radio,102.311,3.67736,59.9773,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,102.327,3.68197,40.9504,! added was yellow,0,,SQ1003,,,1,1,,0,1,0,0,0,0,0
no_radio,102.334,3.6082,41.5416,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,102.354,3.63573,149.265,position maybe off,0,,SQ059,,,1,1,,0,0,0,0,0,0,0
no_radio,102.589,-0.775536,131.219,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,102.631,3.75794,127.367,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,102.807,1.2045,186.675,,0,,SQ060,,,0,1,,0,0,0,0,0,0,0
known,102.877,-0.694135,913.972,,0,,G102.875-00.721,S132,,0,1,,0,0,0,0,0,0,0
known,103.061,-0.690537,104.146,,1,G102.875-00.721,,,,0,1,,0,1,0,0,0,0,0
no_radio,103.459,1.44909,129.423,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,103.483,1.99802,74.2173,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,103.578,3.16594,445.89,diffuse,0,,SQ061,,,1,1,,0,0,0,0,0,0,0
no_radio,103.64,1.08708,72.7071,,0,,,,,0,1,,0,0,0,0,0,0,0
known,103.659,2.15132,120.799,,1,SQ064,SQ063,,,0,1,,0,0,0,0,0,0,0
observe,103.686,0.425058,290.351,,0,,SQ062,,,0,1,,0,0,0,0,0,0,0
no_radio,103.69017,0.43493056,49.781813,,1,SQ062,,,,0,1,,0,0,0,0,0,0,0
observe,103.743,2.16202,342.377,,0,,SQ064,,,0,1,,0,0,0,0,0,0,0
no_radio,103.74521,2.1828607,45.702662,,1,SQ064,,,,0,1,,0,0,0,0,0,0,0
no_radio,103.804,0.405184,96.482,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,103.875,1.85721,164.462,,0,,SQ065,,,0,1,,0,1,0,0,0,0,0
no_radio,103.954,1.09712,72.7071,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,103.972,-0.128185,261.872,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,104.153,0.259781,1220.4,diffuse,0,,SQ066,,,0,1,,0,0,0,0,0,0,0
observe,104.355,0.40474,157.638,,0,,SQ067,,,0,1,,0,1,0,0,0,0,0
observe,104.393,0.0497826,375.274,,0,,SQ068,,,0,1,,0,0,0,0,0,0,0
sharpless,104.546,1.25559,1007.08,,0,,S135,S135,,0,1,,0,0,0,0,0,0,0
observe,104.648,0.11077,907.443,diffuse,0,,SQ069,,,0,1,,0,0,0,0,0,0,0
observe,104.675,0.595888,305.444,,0,,SQ070,,,0,1,,0,0,0,0,0,0,0
observe,104.70005,2.7849828,102.78219,,0,,SQ071,,,1,1,,0,0,0,0,0,0,0
observe,104.716,2.81345,353.473,,0,,SQ072,,,1,1,,0,0,0,0,0,0,0
observe,104.728,0.446314,126.827,,0,,SQ073,,,0,1,,0,1,0,0,0,0,0
no_radio,105.141,3.41518,123.306,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,105.227,-0.261821,262.4,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,105.279,-0.112021,193.162,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,105.307,4.05808,363.805,,0,,SQ074,,,1,1,,0,0,0,0,0,0,0
observe,105.365,3.2349,829.325,diffuse,0,,SQ075,,,1,1,,0,0,0,0,0,0,0
observe,105.40161,9.8860429,138.54709,,0,,,BFS11,,1,1,G105.41+09.87,0,0,0,0,0,0,0
no_radio,105.43348,9.9493121,60.701219,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,105.487,3.88984,109.96,,0,,SQ076,,,1,1,,0,0,0,0,0,0,0
no_radio,105.50907,0.23005969,99.270028,,0,,,,,0,1,,0,0,0,0,0,0,0
known,105.571,0.296667,139.887,,1,SQ078,SQ077,,,0,1,,0,0,0,0,0,0,0
observe,105.635,0.345581,227.793,how could this not be known?,0,,SQ078,,,0,1,,0,1,0,0,0,0,0
known,105.744,0.298361,700.305,v. faint poss. not real,1,SQ078,SQ079,,,0,1,,0,0,0,0,0,0,0
sharpless,105.779,0.0480977,584.383,,0,,S139,S139,,0,1,,0,0,0,0,0,0,0
observe,105.852,0.142495,129.046,,0,,SQ080,,,0,1,,0,1,0,0,0,0,0
no_radio,105.88,4.25346,153.87,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,105.962,0.420645,70.0662,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,106.142,0.129797,75.9789,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,106.241,0.957715,274.939,,0,,SQ081,,,0,1,,0,2,0,0,0,0,0
observe,106.499,0.925686,123.847,,0,,SQ082,,,0,1,,0,1,0,0,0,0,0
sharpless,106.605,5.25236,1107.9,,0,,S140,S140,,1,1,,0,0,0,0,0,0,0
known,106.798,5.31313,135.702,,1,S140,,,,1,1,,0,0,0,0,0,0,0
sharpless,106.809,3.31044,256.076,,0,,S141,S141,,1,1,,0,0,0,0,0,0,0
no_radio,106.909,3.1482,107.051,,0,,,,,1,1,,0,0,0,0,0,0,0
known,107.034,-0.800555,1323.1,,0,,G107.182-00.953; G107.182-00.952,S142,,0,1,,0,0,0,0,0,0,0
no_radio,107.15687,-0.98738305,69.407142,,1,G107.182-00.953; G107.182-00.952,,,,0,1,,0,0,0,0,0,0,0
sharpless,107.209,-1.33377,326.286,,0,,S143,S143,,0,1,,0,0,0,0,0,0,0
no_radio,107.29838,5.6384718,73,,0,,,,,1,1,IRAS 22198+6336,0,0,0,0,0,0,0
observe,107.333,5.06126,1440.71,diffuse,1,S141,SQ083,,,1,1,,0,0,0,0,0,0,0
no_radio,107.678,0.2355,156.332,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,107.683,-2.23875,100,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,107.866,5.6075,1968.46,diffuse,1,S141,SQ084,,,1,1,,0,0,0,0,0,0,0
no_radio,108.18469,5.5183268,88.6524,,0,,,,,1,1,L1206,0,0,0,0,0,0,0
known,108.191,0.586794,307.758,,0,,G108.197+00.579; G108.196+00.577,S146,,0,1,G108.20+00.58,0,0,0,0,0,0,0
observe,108.213,-1.29257,103.073,super faint,0,,SQ085,,,0,1,,0,0,0,0,0,0,0
known,108.273,-1.0651,195.387,,0,,G108.368-01.057,S147,,0,1,,0,0,0,0,0,0,0
sharpless,108.375,-1.05599,187.061,,0,,S148; S149; G108.368-01.057,S148;S149,,0,1,,0,0,0,0,0,0,0
no_radio,108.39466,-1.0455762,34.705041,,1,S148; S149; G108.368-01.057,,,,0,1,,0,0,0,0,0,0,0
no_radio,108.412,-1.09615,100.495,,1,S148; S149; G108.368-01.057,,,,0,1,,0,0,0,0,0,0,0
sharpless,108.503,6.35621,2940.48,,0,,S150,S150,,1,1,,0,0,0,0,0,0,0
no_radio,108.603,0.494999,138.874,,0,,,,,0,1,G108.59+00.49,0,0,0,0,0,0,0
no_radio,108.66692,-0.39035226,93.792758,,0,,,,,0,1,,0,0,0,0,0,0,0
known,108.75288,-0.97119581,42.232336,,0,,G108.760-00.952; S152; G108.759-00.951,S152;S153,,0,1,,0,0,0,0,0,0,0
known,108.75839,-0.98801511,46.420719,,0,,G108.760-00.952; S152; G108.759-00.951,S152;S153,,0,1,,0,0,0,0,0,0,0
known,108.764,-0.951288,237.355,,0,,G108.760-00.952; S152; G108.759-00.951,S152;S153,,0,1,,0,1,0,0,0,0,0
known,108.77062,-0.97302678,38.212349,,0,,G108.760-00.952; S152; G108.759-00.951,S152;S153,,0,1,,0,0,0,0,0,0,0
observe,108.902,2.71437,410.523,diffuse,0,,SQ086,,,1,1,,0,0,0,0,0,0,0
no_radio,108.966,2.72672,141.985,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,109.068,-0.321072,180.384,,0,,SQ087,,,0,1,,0,2,0,0,0,0,0
observe,109.104,-0.34609503,95.3383,,0,,SQ088,,,0,1,,0,0,0,0,0,0,0
no_radio,109.285,-0.986806,177.477,on top of snr no radio,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,109.621,2.31216,533.871,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,109.854,2.1475,85.4954,nvss detects,0,,SQ089,,,0,1,,0,0,0,0,0,0,0
observe,109.87451,2.1155185,129.1473,not in observe list???,0,,SQ1004,,Cep A,0,1,Cep A,0,0,0,0,0,0,0
no_radio,109.878,4.26148,159.324,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,109.919,0.813162,221.912,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,109.927,1.98113,179.811,,0,,SQ090,,,0,1,,0,1,0,0,0,0,0
observe,109.994,-0.0912856,92.3554,,0,,SQ091,,,0,1,,0,0,0,0,0,0,0
no_radio,110.016,0.259771,150.929,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,110.054,-0.106346,60.629,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,110.09408,-0.063859824,74.540836,,0,,,,,0,1,,0,0,0,0,0,0,0
known,110.099,0.0424243,192.322,,0,,G110.106+00.044; G110.105+00.045,S156,,0,1,,0,0,0,0,0,0,0
no_radio,110.135,-0.0768024,118.785,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,110.16,0.0401042,50.0988,,1,SQ092,,,,0,1,,0,0,0,0,0,0,0
no_radio,110.17043,2.6309644,106.68027,,1,S155,,,,1,1,IRAS 22555+6213,0,0,0,0,0,0,0
no_radio,110.199,0.016977,121.548,,0,,,,,0,1,,0,0,0,0,0,0,0
sharpless,110.211,2.61672,140.018,brc but there is a source in there too; name=G110.155+02.611;  v=-10.7; d=0; S15,0,,S155,S155,,1,1,,0,0,0,0,0,0,0
observe,110.252,0.00996271,153.154,,0,,SQ092,,,0,1,,0,1,0,0,0,0,0
observe,110.286,2.4883,117.427,,0,,SQ093,,,0,1,,0,1,0,0,0,0,0
no_radio,110.505,-0.585559,147.201,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,110.548,2.62255,104.558,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,110.812,-0.79818,79.0764,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,110.923,1.90664,566.959,diffuse,0,,SQ094,,,0,1,,0,0,0,0,0,0,0
known,110.927,-0.73035,1058.7,,1,S157,,,,0,1,,0,0,0,0,0,0,0
no_radio,110.941,1.01841,83.6885,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,111.046,1.08518,73.1128,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,111.12565,-0.75623491,88.570743,,1,S157,,,,0,1,,0,0,0,0,0,0,0
no_radio,111.18,-2.41809,204.63,,0,,,,,0,1,,0,0,0,0,0,0,0
known,111.196,-0.797806,73.9966,,1,S157,,,,0,1,,0,1,0,0,0,0,0
no_radio,111.23652,-1.237756,132.17387,known as hii but no radio,0,,,,,0,1,G111.23-01.23,0,0,0,0,0,0,0
observe,111.245,-0.92318,345.86,,1,S157,,,,0,1,,0,0,0,0,0,0,0
sharpless,111.286,-0.659548,236.774,,0,,S157,S157,,0,1,S157,0,0,0,0,0,0,0
observe,111.329,0.783696,60.0001,! added,0,,SQ1005,,,0,1,,0,1,0,0,0,0,0
observe,111.43,-0.789037,587.048,,1,S157,,,,0,1,,0,0,0,0,0,0,0
observe,111.478,-0.590026,620.777,,1,S157,,,,0,1,,0,0,0,0,0,0,0
no_radio,111.498,0.369001,210.417,,0,,,,,0,1,,0,0,0,0,0,0,0
known,111.543,0.775583,69.4231,,1,G111.543+00.778; G111.525+00.818; G111.527+00.816; G111.525+00.816,,,,0,1,,0,0,0,0,0,0,0
known,111.558,0.804097,573.93,,0,,G111.543+00.778; G111.525+00.818; G111.527+00.816; G111.525+00.816,NGC7538,NGC7538,0,1,NGC7538,0,0,0,0,0,0,0
no_radio,111.567,0.751816,60.9275,,1,G111.543+00.778; G111.525+00.818; G111.527+00.816; G111.525+00.816,,,,0,1,,0,0,0,0,0,0,0
known,111.601,0.393284,62.591,,1,G111.612+00.374,,,,0,1,,0,0,0,0,0,0,0
known,111.612,0.371709,54.887,,0,,G111.612+00.374,S159,,0,1,,0,0,0,0,0,0,0
known,111.64,0.360312,232.602,,1,G111.612+00.374,,,,0,1,,0,0,0,0,0,0,0
observe,111.653,0.950102,273.48,,0,,SQ095,,,0,1,,0,1,0,0,0,0,0
no_radio,111.67,3.2641,89.6673,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,111.774,0.689485,75.7413,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,111.802,0.526361,96.9498,,0,,SQ096,,,0,1,,0,1,0,0,0,0,0
no_radio,111.86,0.800577,50.1937,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,111.861,1.00154,89.9986,nearby radio source,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,111.87,0.88199,46.4015,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,111.873,0.820679,60.1145,,0,,SQ097-3,,,0,1,,0,0,0,0,0,0,0
no_radio,111.893,0.991937,87.3362,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,111.907,0.800767,99.6619,,0,,SQ097-4,,,0,1,,0,0,0,0,0,0,0
observe,111.922,0.859966,113.588,,0,,SQ097-5,,,0,1,,0,0,0,0,0,0,0
no_radio,111.941,0.677894,75.7413,,0,,,,,0,1,,0,0,0,0,0,0,0
sharpless,111.946,1.33672,880.609,,0,,S161,S161,,0,1,,0,0,0,0,0,0,0
observe,111.947,0.799918,104.093,,0,,SQ097-2,,,0,1,,0,0,0,0,0,0,0
observe,111.966,0.839759,113.207,,0,,SQ097-1,,,0,1,,0,2,0,0,0,0,0
observe,112.071,1.06377,533.937,diffuse,1,S161,SQ098,,,0,1,,0,0,0,0,0,0,0
known,112.212,0.229325,542.106,,0,,G112.237+00.226; G112.219+00.224; G112.223+00.227,S162,,0,1,,0,0,0,0,0,0,0
no_radio,112.434,0.0345802,124.523,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,112.97,-0.60706,114.454,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,113.009,-1.3926,1734.85,diffuse,0,,SQ099,,,0,1,,0,0,0,0,0,0,0
observe,113.096,2.602,159.074,,0,,SQ100,,,1,1,,0,0,0,0,0,0,0
no_radio,113.246,0.511269,137.8,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,113.284,0.558233,93.2555,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,113.289,-0.818185,217.693,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,113.56679,-0.69749827,77.611146,,1,G113.589-00.721,,,,0,1,,0,0,0,0,0,0,0
no_radio,113.56972,-0.65638655,77.611146,,1,G113.589-00.721,,,,0,1,,0,0,0,0,0,0,0
known,113.595,-0.748443,783.846,,0,,G113.589-00.721,S163,,0,1,,0,0,0,0,0,0,0
known,113.614,-0.614295,112.274,,1,G113.589-00.721,,,,0,1,,0,0,0,0,0,0,0
no_radio,113.775,2.78824,104.489,,0,,,,,1,1,,0,0,0,0,0,0,0
sharpless,113.9,-1.61224,327.006,'Sh-164 but doesn''t look right....',0,,S164,S164,,0,1,,0,0,0,0,0,0,0
no_radio,114.079,2.85534,155.747,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,114.082,-1.40038,105.863,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,114.312,-0.50985,501.929,diffuse,0,,SQ101,,,0,1,,0,0,0,0,0,0,0
observe,114.332,0.788463,60.0001,! added,0,,SQ1006,,,0,1,,0,1,0,0,0,0,0
observe,114.437,-0.6616,381.514,super faint; diffuse,1,S165,SQ102,,,0,1,,0,0,0,0,0,0,0
observe,114.473,-0.429134,88.8794,,0,,SQ103,,,0,1,,0,0,0,0,0,0,0
observe,114.496,-0.945017,282.068,,1,S165,,,,0,1,,0,0,0,0,0,0,0
observe,114.52,-0.866111,60.5354,,1,S165,,,,0,1,,0,0,0,0,0,0,0
observe,114.526,-0.542293,229.848,,0,,SQ104,,,0,1,,0,1,0,0,0,0,0
no_radio,114.56903,0.29001828,58.303811,,1,S166,,,,0,1,,0,0,0,0,0,0,0
sharpless,114.605,-0.80017,522.184,,0,,S165,S165,,0,1,,0,0,0,0,0,0,0
sharpless,114.626,0.219174,593.554,on top of snr,0,,S166,S166,,0,1,,0,0,0,0,0,0,0
no_radio,114.677,-2.20713,227.294,,0,,,,,0,1,,0,0,0,0,0,0,0
sharpless,114.979,3.18247,134.191,obs between,0,,S167,S167,,1,1,,0,1,0,0,0,0,0
sharpless,114.987,3.22663,118.15,obs between,0,,S167,S167,,1,1,,0,1,0,0,0,0,0
observe,115.105,-1.43751,124.65,,0,,SQ105,,,0,1,,0,0,0,0,0,0,0
no_radio,115.195,3.53841,162.038,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,115.782,-1.68841,90.2635,,1,S168; SQ106; G115.784-01.573; G115.789-01.579,,,,0,1,,0,0,0,0,0,0,0
known,115.785,-1.56064,402.232,,0,,S168; SQ106; G115.784-01.573; G115.789-01.579,S168,,0,1,,0,0,0,0,0,0,0
sharpless,115.885,-1.70687,406.605,,0,,S169,S169,,0,1,,0,0,0,0,0,0,0
no_radio,116.078,1.02875,109.532,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,116.292,0.573432,107.476,! added was yellow,0,,SQ1007,,,0,1,,0,1,0,0,0,0,0
no_radio,116.345,0.661154,293.686,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,116.474,3.30877,132.195,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,116.67,3.53118,120.578,,0,,SQ108,,,1,1,,0,0,0,0,0,0,0
no_radio,116.719,3.53668,75.1899,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,116.771,1.56116,117.831,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,117.31,1.64281,143.5,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,117.312,3.1490999,183.952,v. faint radio,0,,SQ109,,,1,1,,0,0,0,0,0,0,0
no_radio,117.356,3.10219,120.016,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,117.415,1.03712,120.881,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,117.467,1.29184,257.131,,0,,,,,0,1,,0,0,0,0,0,0,0
sharpless,117.639,2.27555,796.572,,0,,S170,S170,,0,1,,0,0,0,0,0,0,0
no_radio,117.684,4.10637,123.374,,0,,,,,1,1,,0,0,0,0,0,0,0
known,118.167,2.56411,444.267,diffuse,1,SQ111,SQ110,,,1,1,,0,0,0,0,0,0,0
no_radio,118.196,3.93952,982.727,,0,,,,,1,1,,0,0,0,0,0,0,0
known,118.25,5.39739,4989.02,,1,G118.148+04.962; G118.120+05.023,,,,1,1,,0,0,0,0,0,0,0
observe,118.276,2.49094,239.837,,0,,SQ111,,,0,1,,0,1,0,0,0,0,0
known,118.345,4.8568,2629.9,,0,,G118.148+04.962; G118.120+05.023,S171,,1,1,,0,0,0,0,0,0,0
no_radio,118.376,3.16507,110.583,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,118.447,1.24877,126.086,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,118.592,2.828,161.637,!if,0,,SQ112,,,1,1,,0,2,0,0,0,0,0
sharpless,118.621,-1.32892,235.916,radio? faint,0,,S172; SQ113,S172,,0,1,,0,0,0,0,0,0,0
no_radio,118.629,-0.405632,136.435,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,118.667,2.8163,108.622,,0,,,,,1,1,,0,0,0,0,0,0,0
known,118.725,2.8709,128.335,,1,SQ1008,SQ114,,,1,1,,0,0,0,0,0,0,0
observe,118.735,2.91954,110.583,! added but was yellow,0,,SQ1008,,,1,1,,0,1,0,0,0,0,0
observe,118.928,-3.33604,126.701,,0,,SQ115,,,1,1,,0,0,0,0,0,0,0
observe,118.959,-3.32046,82.2478,,0,,SQ116,,,1,1,,0,1,0,0,0,0,0
observe,118.964,1.89398,246.276,faint,0,,SQ117,,,0,1,,0,0,0,0,0,0,0
observe,118.977,-3.34487,104.604,,0,,SQ118,,,1,1,,0,1,0,0,0,0,0
no_radio,119.024,3.0274,500.811,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,119.197,1.88377,96.8613,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,119.22,-2.46245,85.0137,,0,,,,,0,1,,0,0,0,0,0,0,0
sharpless,119.437,-0.915642,1068.33,,0,,S173,S173,,0,1,,0,0,0,0,0,0,0
observe,119.521,3.18244,199.32,!if,0,,SQ119,,,1,1,,0,2,0,0,0,0,0
no_radio,119.558,0.645642,83.3308,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,119.648,3.18396,110.583,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,119.8,-6.00696,329.162,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,119.844,1.5185,67.0495,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,120.148,3.46951,87.5426,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,120.152,3.37515,119.601,,0,,SQ120,,,1,1,,0,0,0,0,0,0,0
observe,120.26,2.13632,143.631,,1,S175,SQ121,,,0,1,,0,0,0,0,0,0,0
no_radio,120.302,2.18797,96.8613,,1,S175,,,,0,1,,0,0,0,0,0,0,0
sharpless,120.348,1.9688,231.165,,0,,S175,S175,,0,1,,0,1,0,0,0,0,0
observe,120.495,0.0773033,298.413,,0,,SQ122,,,0,1,,0,0,0,0,0,0,0
no_radio,120.55,1.55316,96.8613,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,120.562,1.08054,96.8613,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,120.644,3.56227,219.972,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,120.88659,1.2197817,101.444,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,121.17949,4.0169325,84.458696,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,121.276,-1.03543,287.502,,0,,,,,0,1,,0,0,0,0,0,0,0
no_radio,121.29755,0.65869144,141.694,,0,,,,,0,1,L1287,0,0,0,0,0,0,0
no_radio,121.75012,2.4232023,75.0825,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,121.753,4.01967,161.818,,0,,SQ124,,,1,1,,0,1,0,0,0,0,0
no_radio,121.75545,2.6400029,75.0825,,0,,,,,1,1,,0,0,0,0,0,0,0
no_radio,121.868,4.04146,158.94,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,122.002,-7.0834,235.557,faint radio; no cgps,0,,SQ125,,IRAS00420,1,1,IRAS 00420+5530,0,1,0,0,0,0,0
observe,122.226,4.04966,97.3649,! added but yellow before,0,,SQ1009,,,1,1,,0,1,0,0,0,0,0
no_radio,122.459,-0.780465,188.019,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,122.769,2.52803,225.813,,0,,SQ126,,,1,1,,0,0,0,0,0,0,0
observe,122.775,2.84947,187.707,,0,,SQ127,,,1,1,,0,1,0,0,0,0,0
no_radio,122.912,1.75219,226.107,no radio? or match bad,0,,,,,0,1,,0,0,0,0,0,0,0
observe,122.939,2.92644,181.753,,1,S183,,,,1,1,,0,0,0,0,0,0,0
known,123.155,-6.30584,1093.77,no cgps,0,,G123.058-06.297; SQ128,S184; NGC281,NGC281,1,1,NGC281,0,0,0,0,0,0,0
sharpless,123.207,2.83179,1422.38,,0,,S183,S183,,1,1,,0,1,0,0,0,0,0
observe,123.308,2.97862,181.753,,1,S183,,,,1,1,,0,0,0,0,0,0,0
no_radio,123.469,2.95031,179.365,,1,S183,,,,1,1,,0,0,0,0,0,0,0
no_radio,123.61775,1.9524653,161.44924,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,123.671,2.81982,173.313,,1,S183,SQ129,,,1,1,,0,0,0,0,0,0,0
no_radio,123.809,-1.78054,73.9428,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,123.836,-1.76105,1250.84,brcs but real region it looks like,0,,SQ130,,,0,1,,0,0,0,0,0,0,0
no_radio,123.936,-6.47154,826.715,v faint,0,,,,,1,1,,0,0,0,0,0,0,0
observe,124.037,0.0514364,171.632,faint,0,,SQ131,,,0,1,,0,0,0,0,0,0,0
no_radio,124.11097,1.6414656,161.44924,,0,,,,,0,1,,0,0,0,0,0,0,0
known,124.637,2.53586,165.162,rms hii region !,0,,SQ132; G124.644+02.539,WB380,,1,1,,0,1,0,0,0,0,0
no_radio,124.859,0.323899,95.6722,,1,SQ134; G124.897+00.321; S186,,,,0,1,,0,0,0,0,0,0,0
no_radio,124.86,-5.70429,1183.98,,0,,,,,1,1,,0,0,0,0,0,0,0
observe,124.87,-3.13429,371.171,faint,0,,SQ133,,,1,1,,0,1,0,0,0,0,0
known,124.894,0.323177,226.151,,0,,SQ134; G124.897+00.321; S186,S186,,0,1,,0,1,0,0,0,0,0
no_radio,124.937,-0.247205,118.165,,0,,,,,0,1,,0,0,0,0,0,0,0
observe,124.937,0.0778161,1413.88,diffuse,0,,SQ135,,,0,1,,0,0,0,0,0,0,0
observe,124.976,0.89808,445.495,,0,,SQ136,,,0,1,,0,0,0,0,0,0,0
no_radio,124.97788,-4.0614285,118.89749,,0,,,,,1,1,,0,0,0,0,0,0,0
